id,command,category,description,example_output,man_reference
cmd-480,csplit -z file.txt '/^#/' {*},File Management,"Splits file.txt at lines starting with '#' into numbered files, skipping empty files.","1234
5678",https://man7.org/linux/man-pages/man1/csplit.1.html
cmd-481,znew logfile.gz,File Management,Recompresses logfile.gz from gzip to bzip2 format.,logfile.gz -> logfile.bz2,https://man7.org/linux/man-pages/man1/znew.1.html
cmd-482,xfs_repair /dev/sda1,File Management,Repairs an XFS filesystem on /dev/sda1.,"Phase 1 - find and verify superblock...
Phase 2 - using internal log
 - zero log...
 - scan filesystem freespace and inode maps...",https://man7.org/linux/man-pages/man8/xfs_repair.8.html
cmd-483,btrfs subvolume create /mnt/subvol,File Management,Creates a Btrfs subvolume at /mnt/subvol.,Create subvolume '/mnt/subvol',https://man7.org/linux/man-pages/man8/btrfs.8.html
cmd-484,btrfs scrub start /mnt,File Management,Starts a scrub to check data integrity on the Btrfs filesystem at /mnt.,"scrub started on /mnt, fsid 1234-5678-90ab-cdef",https://man7.org/linux/man-pages/man8/btrfs.8.html
cmd-485,e2fsck -n /dev/sda1,File Management,Checks the ext2/ext3/ext4 filesystem on /dev/sda1 without modifying it.,"e2fsck 1.45.6 (20-Mar-2020)
/dev/sda1: clean, 1234/6553600 files, 5242880/26214400 blocks",https://man7.org/linux/man-pages/man8/e2fsck.8.html
cmd-486,tune2fs -l /dev/sda1,File Management,Displays superblock information for the ext2/ext3/ext4 filesystem on /dev/sda1.,"Filesystem UUID: 1234-5678-90ab-cdef
Filesystem magic number: 0xEF53
Filesystem state: clean",https://man7.org/linux/man-pages/man8/tune2fs.8.html
cmd-487,cryptsetup benchmark,File Management,Runs performance benchmarks for encryption algorithms.,"PBKDF2-sha256 123456 iterations/sec
AES-CBC 123.4 MiB/s
AES-XTS 234.5 MiB/s",https://man7.org/linux/man-pages/man8/cryptsetup.8.html
cmd-488,setfacl -d -m u:user:rwx /data,Permissions,Sets default ACL for user with rwx permissions on new files in /data.,[No output if successful],https://man7.org/linux/man-pages/man1/setfacl.1.html
cmd-489,semanage fcontext -a -t httpd_sys_content_t '/var/www(/.*)?',Permissions,Adds an SELinux file context for /var/www and its contents.,[No output if successful],https://man7.org/linux/man-pages/man8/semanage.8.html
cmd-490,chattr -R +u /backup,File Management,Recursively sets the undelete attribute on /backup for data recovery.,[No output if successful],https://man7.org/linux/man-pages/man1/chattr.1.html
cmd-491,getfattr -n security.selinux file.txt,Permissions,Displays the SELinux security context attribute of file.txt.,"security.selinux=""system_u:object_r:user_home_t:s0""",https://man7.org/linux/man-pages/man1/getfattr.1.html
cmd-492,semanage port -a -t http_port_t -p tcp 8080,Permissions,Adds TCP port 8080 to SELinux http_port_t for web services.,[No output if successful],https://man7.org/linux/man-pages/man8/semanage.8.html
cmd-493,aa-status,Permissions,Displays the status of AppArmor profiles and processes.,"apparmor module is loaded.
10 profiles are in enforce mode.
5 processes are in enforce mode.",https://man7.org/linux/man-pages/man8/aa-status.8.html
cmd-494,apparmor_parser -R /etc/apparmor.d/usr.sbin.nginx,Permissions,Reloads the AppArmor profile for nginx.,[No output if successful],https://man7.org/linux/man-pages/man8/apparmor_parser.8.html
cmd-495,ausyscall --dump,System Info,Dumps the system call table for audit purposes.,"0 read
1 write
2 open
3 close",https://man7.org/linux/man-pages/man8/ausyscall.8.html
cmd-496,lsipc,System Info,"Lists information about IPC facilities (shared memory, semaphores, queues).","RESOURCE DESCRIPTION LIMIT USED
SHMMNI Shared memory: max segments 4096 10
SEMMSL Semaphores: max per array 250 5",https://man7.org/linux/man-pages/man1/lsipc.1.html
cmd-497,slabtop,System Info,Displays real-time kernel slab cache usage.,"OBJS ACTIVE USE OBJ SIZE SLABS OBJ/SLAB CACHE SIZE NAME
1234 1000 80% 0.10K 100 12 400K dentry
567 500 88% 0.20K 50 11 200K inode_cache",https://man7.org/linux/man-pages/man1/slabtop.1.html
cmd-498,lslogins,User Management,Displays information about user accounts and their login history.,"UID USER PWD-LOCK PWD-DENY LAST-LOGIN GECOS
1000 user 0 0 2025-05-21T11:02 User Full Name",https://man7.org/linux/man-pages/man1/lslogins.1.html
cmd-499,pwconv,User Management,Converts passwd entries to use shadow passwords.,[No output if successful],https://man7.org/linux/man-pages/man8/pwconv.8.html
cmd-500,grpconv,User Management,Converts group entries to use shadow groups.,[No output if successful],https://man7.org/linux/man-pages/man8/grpconv.8.html
cmd-501,chage -M 90 user,User Management,Sets the maximum password age for user to 90 days.,[No output if successful],https://man7.org/linux/man-pages/man8/chage.8.html
cmd-502,last -x,User Management,"Displays system login, logout, and other events like reboots.","user pts/0 192.168.1.100 Wed May 21 11:02 still logged in
reboot system boot 5.15.0 Wed May 21 09:02",https://man7.org/linux/man-pages/man1/last.1.html
cmd-503,authconfig --test,User Management,Displays current authentication configuration.,"caching is enabled
nsswitch.conf: files sss
PAM: pam_unix pam_sss",https://man7.org/linux/man-pages/man8/authconfig.8.html
cmd-504,nscd -i passwd,User Management,Invalidates the passwd cache in the Name Service Cache Daemon.,[No output if successful],https://man7.org/linux/man-pages/man8/nscd.8.html
cmd-505,atrm 1,Process,Removes the scheduled job with ID 1 from the at queue.,[No output if successful],https://man7.org/linux/man-pages/man1/atrm.1.html
cmd-506,systemd-cgtop,Process,Displays resource usage by control groups.,"Control Group Tasks %CPU Memory Input/s Output/s
/user.slice/user-1000.slice 10 5.0 500M 100K 200K",https://man7.org/linux/man-pages/man1/systemd-cgtop.1.html
cmd-507,sar -n DEV 1 3,Networking,Reports network device statistics every second for 3 iterations.,"11:02:00 IFACE rxpck/s txpck/s rxkB/s txkB/s
11:02:01 eth0 100.00 200.00 10.00 20.00",https://man7.org/linux/man-pages/man1/sar.1.html
cmd-508,ethtool -S eth0,Networking,Displays detailed statistics for the eth0 interface.,"NIC statistics:
rx_packets: 1234
tx_packets: 5678
rx_bytes: 100000
tx_bytes: 200000",https://man7.org/linux/man-pages/man8/ethtool.8.html
cmd-509,ip rule show,Networking,Displays policy routing rules.,"0: from all lookup local
32766: from all lookup main
32767: from all lookup default",https://man7.org/linux/man-pages/man8/ip.8.html
cmd-510,ip xfrm state,Networking,Lists IPsec security associations.,"src 192.168.1.100 dst 192.168.1.1
proto esp spi 0x12345678 reqid 1 mode tunnel",https://man7.org/linux/man-pages/man8/ip.8.html
cmd-511,ip mroute show,Networking,Displays multicast routing table.,"(192.168.1.100, 239.255.255.250) Iif: eth0 Oifs: eth1",https://man7.org/linux/man-pages/man8/ip.8.html
cmd-512,tc qdisc show,Networking,Lists traffic control queueing disciplines.,qdisc fq_codel 0: dev eth0 root refcnt 2 limit 10240p flows 1024 quantum 1514,https://man7.org/linux/man-pages/man8/tc.8.html
cmd-513,bridge link show,Networking,Displays bridge interfaces and their states.,"2: eth0: <BROADCAST,MULTICAST,UP> mtu 1500 master br0 state forwarding",https://man7.org/linux/man-pages/man8/bridge.8.html
cmd-514,ip netns list,Networking,Lists network namespaces.,"ns1 (id: 0)
ns2 (id: 1)",https://man7.org/linux/man-pages/man8/ip.8.html
cmd-515,ip netns exec ns1 ip addr,Networking,Runs ip addr command within the ns1 network namespace.,"1: lo: <LOOPBACK,UP> mtu 65536
inet 127.0.0.1/8 scope host lo",https://man7.org/linux/man-pages/man8/ip.8.html
cmd-516,ncat --ssl 192.168.1.1 443,Networking,Establishes an SSL connection to 192.168.1.1 on port 443.,[Interactive SSL connection],https://man7.org/linux/man-pages/man1/ncat.1.html
cmd-517,zstd -z file.txt,File Management,Compresses file.txt using Zstandard algorithm.,"file.txt: 1024 --> 512 bytes, 50.00%, Compression",https://man7.org/linux/man-pages/man1/zstd.1.html
cmd-518,zstdcat file.txt.zst,Viewing,Displays the contents of a Zstandard-compressed file.txt.zst.,[Contents of file.txt],https://man7.org/linux/man-pages/man1/zstd.1.html
cmd-519,xz -z file.txt,File Management,Compresses file.txt using XZ compression.,[Creates file.txt.xz],https://man7.org/linux/man-pages/man1/xz.1.html
cmd-520,xzcat file.txt.xz,Viewing,Displays the contents of an XZ-compressed file.txt.xz.,[Contents of file.txt],https://man7.org/linux/man-pages/man1/xz.1.html
cmd-521,lzip -z file.txt,File Management,Compresses file.txt using Lzip compression.,[Creates file.txt.lz],https://man7.org/linux/man-pages/man1/lzip.1.html
cmd-522,lzcat file.txt.lz,Viewing,Displays the contents of an Lzip-compressed file.txt.lz.,[Contents of file.txt],https://man7.org/linux/man-pages/man1/lzip.1.html
cmd-523,hexedit file.bin,Editor,Opens file.bin in an interactive hexadecimal editor.,[Interactive hex editor interface],https://man7.org/linux/man-pages/man1/hexedit.1.html
cmd-524,nano -r 80 config.conf,Editor,Opens config.conf in Nano with 80-column line wrapping.,[Interactive editor interface],https://man7.org/linux/man-pages/man1/nano.1.html
cmd-525,vim -R file.txt,Editor,Opens file.txt in Vim in read-only mode.,[Interactive read-only editor interface],https://man7.org/linux/man-pages/man1/vim.1.html
cmd-526,emacs -Q file.txt,Editor,Opens file.txt in Emacs with minimal configuration.,[Interactive editor interface],https://man7.org/linux/man-pages/man1/emacs.1.html
cmd-527,apt-config dump,Package Management,Dumps the configuration of APT on Debian-based systems.,"APT::Architecture ""amd64"";
APT::Default-Release ""stable"";",https://man7.org/linux/man-pages/man8/apt-config.8.html
cmd-528,yum history info 1,Package Management,Displays details of transaction ID 1 in yum history on CentOS/RHEL.,"Transaction ID: 1
Begin time: Wed May 21 11:02:00 2025
Command Line: install python3",https://man7.org/linux/man-pages/man8/yum.8.html
cmd-529,dnf repoquery --requires python3,Package Management,Lists dependencies required by the python3 package on Fedora-based systems.,"libc.so.6()(64bit)
libpython3.9.so.1.0()(64bit)",https://man7.org/linux/man-pages/man8/dnf.8.html
cmd-530,rpm -qf /usr/bin/nginx,Package Management,Identifies which package owns /usr/bin/nginx.,nginx-1.18.0-1.el8.x86_64,https://man7.org/linux/man-pages/man8/rpm.8.html
cmd-531,rpm -V nginx,Package Management,Verifies the integrity of files in the nginx package.,.......T. /usr/bin/nginx,https://man7.org/linux/man-pages/man8/rpm.8.html
cmd-532,debsums -c nginx,Package Management,Checks the integrity of files in the nginx package on Debian-based systems.,"[Lists changed files, if any]",https://man7.org/linux/man-pages/man1/debsums.1.html
cmd-533,partx -s /dev/sda,System Info,Lists partitions on /dev/sda with size and type.,"NR START END SECTORS SIZE NAME UUID
1 2048 209715199 209713152 100G primary 1234-5678-90ab-cdef",https://man7.org/linux/man-pages/man8/partx.8.html
cmd-534,lsblk -p,System Info,Lists block devices with full device paths.,"NAME MAJ:MIN RM SIZE RO TYPE MOUNTPOINT
/dev/sda 8:0 0 100G 0 disk
└─/dev/sda1 8:1 0 100G 0 part /",https://man7.org/linux/man-pages/man8/lsblk.8.html
cmd-535,lscpu -J,System Info,Displays CPU information in JSON format.,"{""lscpu"":[{""field"":""Architecture"",""data"":""x86_64""},{""field"":""CPU(s)"",""data"":""4""}]}",https://man7.org/linux/man-pages/man1/lscpu.1.html
cmd-536,free -b,System Info,Displays memory usage in bytes.,"total used free shared buff/cache available
Mem: 8589934592 4294967296 2147483648 536870912 2147483648 4294967296",https://man7.org/linux/man-pages/man1/free.1.html
cmd-537,uname -i,System Info,Displays the hardware platform.,x86_64,https://man7.org/linux/man-pages/man1/uname.1.html
cmd-538,vmstat -SM,System Info,Reports virtual memory statistics in megabytes.,"procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
r b swpd free buff cache si so bi bo in cs us sy id wa st
0 0 1 2048 512 4096 0 0 0 0 100 200 5 2 93 0 0",https://man7.org/linux/man-pages/man8/vmstat.8.html
cmd-539,iostat -m,System Info,Displays I/O statistics in megabytes per second.,"avg-cpu: %user %nice %system %iowait %steal %idle
5.00 0.00 2.00 0.50 0.00 92.50
Device tps MB_read/s MB_wrtn/s MB_dscd/s
sda 10.00 0.10 0.20 0.00",https://man7.org/linux/man-pages/man1/iostat.1.html
cmd-540,lslocks,System Info,Lists file locks held by processes.,"COMMAND PID TYPE SIZE MODE M START END PATH
nginx 1234 FLOCK 0B WRITE 0 0 0 /var/run/nginx.pid",https://man7.org/linux/man-pages/man8/lslocks.8.html
cmd-541,lsmem,System Info,Lists memory ranges and their online status.,"Address range Size (MB) State Removable Device
0x000000000-0x1ffffffff 8192 online no 0-1",https://man7.org/linux/man-pages/man1/lsmem.1.html
cmd-542,lsscsi,System Info,Lists SCSI devices and their attributes.,[0:0:0:0] disk ATA ST1000DM003 1.0 /dev/sda,https://man7.org/linux/man-pages/man8/lsscsi.8.html
cmd-543,lshw -short,System Info,Displays a concise hardware summary.,"H/W path Device Class Description
/system system Computer
/0/0 memory 8GiB System Memory
/0/1 processor Intel Core i7",https://man7.org/linux/man-pages/man8/lshw.8.html
cmd-544,dmsetup ls,System Info,Lists device mapper devices.,crypt (253:0),https://man7.org/linux/man-pages/man8/dmsetup.8.html
cmd-545,lsattr -R /data,File Management,Recursively lists extended attributes for files in /data.,"----i---------e------- /data/file1.txt
-------------e------- /data/file2.txt",https://man7.org/linux/man-pages/man1/lsattr.1.html
cmd-546,find / -xdev -perm /u+s,Permissions,"Finds setuid files on the root filesystem, ignoring other mounts.","/usr/bin/sudo
/usr/bin/passwd",https://man7.org/linux/man-pages/man1/find.1.html
cmd-547,chmod -R u-s /data,Permissions,Recursively removes setuid permissions from files in /data.,[No output if successful],https://man7.org/linux/man-pages/man1/chmod.1.html
cmd-548,chown -R --from=root user /data,Permissions,Recursively changes ownership from root to user for files in /data.,[No output if successful],https://man7.org/linux/man-pages/man1/chown.1.html
cmd-549,setfacl -R -b /data,Permissions,Recursively removes all ACLs from files in /data.,[No output if successful],https://man7.org/linux/man-pages/man1/setfacl.1.html
cmd-550,chcon -u system_u file.txt,Permissions,Sets the SELinux user to system_u for file.txt.,[No output if successful],https://man7.org/linux/man-pages/man1/chcon.1.html
cmd-551,xxd -i file.txt,Viewing,Generates a C-style include file with a hex array from file.txt.,"unsigned char file_txt[] = {
  0x48, 0x65, 0x6c, 0x6c, 0x6f, 0x0a
};
unsigned int file_txt_len = 6;",https://man7.org/linux/man-pages/man1/xxd.1.html
cmd-552,od -A d -t d4 file.bin,Viewing,Dumps file.bin as decimal 4-byte integers with decimal offsets.,"0000000 1214606444
0000004 1684828783
0000008",https://man7.org/linux/man-pages/man1/od.1.html
cmd-553,hexdump -C -n 16 file.bin,Viewing,Displays the first 16 bytes of file.bin in hex and ASCII.,"00000000  48 65 6c 6c 6f 20 77 6f  72 6c 64 0a 00 00 00 00  |Hello world.....|
00000010",https://man7.org/linux/man-pages/man1/hexdump.1.html
cmd-554,nl -w 2 -s ': ' file.txt,Viewing,Numbers lines in file.txt with 2-digit width and ': ' separator.," 1: Line one
 2: Line two",https://man7.org/linux/man-pages/man1/nl.1.html
cmd-555,expand -t 4 file.txt,Viewing,Converts tabs to 4 spaces in file.txt.,[Text with tabs replaced by 4 spaces],https://man7.org/linux/man-pages/man1/expand.1.html
cmd-556,unexpand -t 4 file.txt,Viewing,Converts 4-space sequences to tabs in file.txt.,[Text with spaces replaced by tabs],https://man7.org/linux/man-pages/man1/unexpand.1.html
cmd-557,fmt -s file.txt,Viewing,"Reformats file.txt, splitting long lines without joining short ones.",[Reformatted text with split lines],https://man7.org/linux/man-pages/man1/fmt.1.html
cmd-558,pr -d file.txt,Viewing,Formats file.txt for printing with double spacing.,[Double-spaced text output],https://man7.org/linux/man-pages/man1/pr.1.html
cmd-559,fold -s -w 80 file.txt,Viewing,"Wraps file.txt at 80 characters, breaking at spaces.",[Text wrapped at 80 characters],https://man7.org/linux/man-pages/man1/fold.1.html
cmd-560,cut -c 1-10 file.txt,Viewing,Extracts the first 10 characters of each line in file.txt.,[First 10 characters per line],https://man7.org/linux/man-pages/man1/cut.1.html
cmd-561,sort -R file.txt,Viewing,Randomly shuffles the lines of file.txt.,[Randomly ordered lines],https://man7.org/linux/man-pages/man1/sort.1.html
cmd-562,uniq -c file.txt,Viewing,Counts occurrences of each unique line in file.txt.,"2 Line one
1 Line two",https://man7.org/linux/man-pages/man1/uniq.1.html
cmd-563,comm -12 file1.txt file2.txt,Viewing,Shows lines common to both sorted files file1.txt and file2.txt.,[Common lines],https://man7.org/linux/man-pages/man1/comm.1.html
cmd-564,paste -s file.txt,Viewing,Joins all lines of file.txt into a single line with tabs.,Line one	Line two,https://man7.org/linux/man-pages/man1/paste.1.html
cmd-565,"join -t ',' file1.txt file2.txt",Viewing,Joins two sorted files on a common field using comma as delimiter.,"1,field1,fieldA
2,field2,fieldB",https://man7.org/linux/man-pages/man1/join.1.html
cmd-566,btrfs filesystem df /mnt,File Management,Shows disk usage for the Btrfs filesystem at /mnt.,"Data, single: total=1.00GiB, used=512.00MiB
System, DUP: total=8.00MiB, used=4.00KiB",https://man7.org/linux/man-pages/man8/btrfs.8.html
cmd-567,xfs_db -r /dev/sda1,File Management,Opens an interactive debugger for the XFS filesystem on /dev/sda1.,xfs_db> [Interactive debugger prompt],https://man7.org/linux/man-pages/man8/xfs_db.8.html
cmd-568,debugfs -c /dev/sda1,File Management,Opens debugfs in read-only mode for the ext2/ext3/ext4 filesystem on /dev/sda1.,"debugfs 1.45.6 (20-Mar-2020)
[Interactive debugger prompt]",https://man7.org/linux/man-pages/man8/debugfs.8.html
cmd-569,dumpe2fs -h /dev/sda1,File Management,Displays superblock and block group information for /dev/sda1.,"Filesystem UUID: 1234-5678-90ab-cdef
Filesystem state: clean
Inode count: 6553600",https://man7.org/linux/man-pages/man8/dumpe2fs.8.html
cmd-570,ethtool -i eth0,Networking,Displays driver information for the eth0 interface.,"driver: e1000
version: 7.3.21-k8-NAPI
firmware-version: 0.5-3",https://man7.org/linux/man-pages/man8/ethtool.8.html
cmd-571,ip -j addr,Networking,Displays network interface addresses in JSON format.,"[{""ifname"":""eth0"",""addr_info"":[{""family"":""inet"",""local"":""192.168.1.100""}]}]",https://man7.org/linux/man-pages/man8/ip.8.html
cmd-572,ss -M,Networking,Lists sockets with memory usage details.,"Netid State Recv-Q Send-Q Local Address:Port Peer Address:Port Mem(sk_buff)
tcp ESTAB 0 0 192.168.1.100:12345 93.184.216.34:80 1234",https://man7.org/linux/man-pages/man8/ss.8.html
cmd-573,tcpdump -X -i eth0,Networking,"Captures packets on eth0, displaying both hex and ASCII.","11:02:00.123456 IP 192.168.1.100 > 8.8.8.8: ICMP echo request
0x0000: 4500 0054 1234 4000 4001 1234 c0a8 0164
0x0010: 0808 0808 0800 1234",https://man7.org/linux/man-pages/man8/tcpdump.8.html
cmd-574,nload eth0,Networking,Monitors network traffic on eth0 with a graphical interface.,[Interactive traffic graph],https://man7.org/linux/man-pages/man1/nload.1.html
cmd-575,ipcalc 192.168.1.0/24,Networking,Calculates network details for the 192.168.1.0/24 subnet.,"Address: 192.168.1.0
Netmask: 255.255.255.0
Network: 192.168.1.0/24
HostMin: 192.168.1.1
HostMax: 192.168.1.254",https://man7.org/linux/man-pages/man1/ipcalc.1.html
cmd-576,perf record -p 1234,Process,Records performance data for the process with PID 1234.,"[ perf record: Woken up 1 times to write data ]
[ perf record: Captured and wrote 0.123 MB perf.data ]",https://man7.org/linux/man-pages/man1/perf-record.1.html
cmd-577,perf report,Process,Displays performance analysis from the last perf record.,"Samples: 1234 of event 'cycles'
50.00% nginx libc.so [.] read
30.00% nginx nginx [.] process_request",https://man7.org/linux/man-pages/man1/perf-report.1.html
cmd-578,systemd-analyze blame,System Info,Lists services and their startup times.,"10.123s nginx.service
5.678s sshd.service",https://man7.org/linux/man-pages/man1/systemd-analyze.1.html
cmd-579,systemd-analyze critical-chain,System Info,Shows the critical chain of services affecting boot time.,"graphical.target @10.123s
└─multi-user.target @10.123s
  └─nginx.service @5.678s +4.445s",https://man7.org/linux/man-pages/man1/systemd-analyze.1.html
cmd-580,journalctl -p 3 -b,System Info,Shows log messages with priority 3 (errors) since the last boot.,May 21 11:02:00 host nginx[1234]: error: bind() to 0.0.0.0:80 failed,https://man7.org/linux/man-pages/man8/journalctl.8.html
cmd-581,lsns -t pid,System Info,Lists PID namespaces.,"NS TYPE NPROCS PID USER COMMAND
4026531835 pid 10 1 root systemd",https://man7.org/linux/man-pages/man8/lsns.8.html
cmd-582,findmnt -D,System Info,Lists mounted filesystems with disk usage details.,TARGET SOURCE FSTYPE SIZE USED AVAIL USE% /dev/sda1 ext4 100G 50G 50G 50%,https://man7.org/linux/man-pages/man8/findmnt.8.html
cmd-583,lsblk -J,System Info,Lists block devices in JSON format.,"{""blockdevices"":[{""name"":""sda"",""size"":""100G"",""type"":""disk"",""children"":[{""name"":""sda1"",""size"":""100G"",""type"":""part"",""mountpoint"":""/""}]}]}",https://man7.org/linux/man-pages/man8/lsblk.8.html
cmd-584,dmidecode -t system,System Info,Displays system hardware information.,"System Information
Manufacturer: Dell Inc.
Product Name: Precision 5520
Serial Number: ABC123",https://man7.org/linux/man-pages/man8/dmidecode.8.html
cmd-585,pidstat -d 1 3,Process,Reports disk I/O statistics for processes every second for 3 iterations.,"11:02:00 PID kB_rd/s kB_wr/s kB_ccwr/s Command
11:02:01 1234 100.00 200.00 0.00 nginx",https://man7.org/linux/man-pages/man1/pidstat.1.html
cmd-586,systemctl list-dependencies nginx,Process,Lists dependencies of the nginx service.,"nginx.service
● ├─system.slice
● └─basic.target",https://man7.org/linux/man-pages/man1/systemctl.1.html
cmd-587,systemctl is-enabled nginx,Process,Checks if the nginx service is enabled at boot.,enabled,https://man7.org/linux/man-pages/man1/systemctl.1.html
cmd-588,bpftool prog list,Process,Lists loaded eBPF programs.,"1: cgroup/skb name filter tag 1234567890abcdef
loaded_at 2025-05-21T11:02:00",https://man7.org/linux/man-pages/man8/bpftool.8.html
cmd-589,bpftool map list,Process,Lists loaded eBPF maps.,"1: hash name mymap flags 0x0
key 4B value 8B max_entries 100",https://man7.org/linux/man-pages/man8/bpftool.8.html
cmd-590,trace-cmd record -p function -P 1234,Process,Records function traces for the process with PID 1234.,"[Tracing started, writing to trace.dat]",https://man7.org/linux/man-pages/man1/trace-cmd.1.html
cmd-591,trace-cmd report,Process,Displays the trace data from the last trace-cmd record.,"nginx-1234 [000] 1234.567: func: sys_open
nginx-1234 [000] 1234.568: func: sys_read",https://man7.org/linux/man-pages/man1/trace-cmd.1.html
cmd-592,fuser -k /var/log/syslog,Process,Terminates processes accessing /var/log/syslog.,[No output if successful],https://man7.org/linux/man-pages/man1/fuser.1.html
cmd-593,lsof -t -i :80,Networking,Lists PIDs of processes using port 80.,1234,https://man7.org/linux/man-pages/man8/lsof.8.html
cmd-594,etckeeper vcs log,File Management,Displays the version control log for /etc managed by etckeeper.,"commit 1234567890abcdef
Author: user
Date: Wed May 21 11:02:00 2025
Updated config",https://man7.org/linux/man-pages/man8/etckeeper.8.html
cmd-595,mkswap /dev/sdb1,File Management,Sets up /dev/sdb1 as a swap partition.,"Setting up swapspace version 1, size = 100 GiB
no label, UUID=1234-5678-90ab-cdef",https://man7.org/linux/man-pages/man8/mkswap.8.html
cmd-596,swapon /dev/sdb1,File Management,Enables the swap partition on /dev/sdb1.,[No output if successful],https://man7.org/linux/man-pages/man8/swapon.8.html
cmd-597,swapoff /dev/sdb1,File Management,Disables the swap partition on /dev/sdb1.,[No output if successful],https://man7.org/linux/man-pages/man8/swapoff.8.html
cmd-598,cryptsetup luksDump /dev/sdb1,File Management,Displays metadata for the LUKS partition on /dev/sdb1.,"LUKS header information for /dev/sdb1
Version: 2
Cipher: aes-xts-plain64
Keyslots: 1 active",https://man7.org/linux/man-pages/man8/cryptsetup.8.html
cmd-599,aa-complain /etc/apparmor.d/usr.sbin.nginx,Permissions,Sets the AppArmor profile for nginx to complain mode.,Setting /etc/apparmor.d/usr.sbin.nginx to complain mode.,https://man7.org/linux/man-pages/man8/aa-complain.8.html
cmd-600,aa-enforce /etc/apparmor.d/usr.sbin.nginx,Permissions,Sets the AppArmor profile for nginx to enforce mode.,Setting /etc/apparmor.d/usr.sbin.nginx to enforce mode.,https://man7.org/linux/man-pages/man8/aa-enforce.8.html
